text,category,keywords,campaign_id,action,target_gender,target_age_range,target_city,target_state,target_country,target_income_bucket,target_device,cpc,cpa,budget,date_range,time_range
Skulpt Aim Measures Body Fat Percentage and Muscle Quality,Sports & Fitness,"sports,exercise,fitness,technology",d8fbb07a-9145-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,M,All,0.00149,0.0277,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
Troy Lee Designs 2018 Womens Yamaha RS2 T-Shirt-Blue-XL,Tools & Hardware,"automotive,merchandise",e9fd9050-9145-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,Windows Computer,0.00011,0.0040,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
Bebamour Large Capacity Baby Diaper Bag Backpack Organizer Back Pack Diaper Bag (Coffee),Clothing & Accessories,"b,,,a,,,b,,,y,,,,,,,t,,,r,,,a,,,v,,,e,,,l,,,,,,,g,,,e,,,a,,,r",321e5b26-9141-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '35', 'end': '50'}",All,All,India,M,All,0.00085,0.0378,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '23:00:00'}"
"LDFAS Forerunner 45 Case, 42MM Silicone TPU Shock-Proof and Protector Cover Compatible for Garmin Forerunner 45 Smartwatch, Black",Electronics,"electronics,wearable,tech",06fc8f44-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00146,0.0482,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
Belly Armor Belly Blanket Chic (Beige),Clothing & Accessories,"baby,nursery",26b71036-913f-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",Surat,Gujrat,India,M,All,0.00059,0.0579,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '7:00:00', 'end': '14:00:00'}"
New Genuine 19.5V 6.67A 130W Laptop Charger DA130PM13Z AC Adapter Charger for Precision M3800 M2800 XPS 15 9530 9550 Charger Inspiron 7347 7348 7459 Laptop Charger,Computer,"computers,laptop,accessories",2542bad2-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00067,0.0461,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '17:00:00'}"
AroundTheOffice Universal Twin 2” Spool Black Fabric Typewriter Ribbon fits… Smith Corona – Remington – Royal - Underwood – Olympia - Brother – Hermes – Facit,Electronics,"e,l,e,c,t,r,o,n,i,c,s,,,o,f,f,i,c,e",36bc391e-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00078,0.0295,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '13:00:00'}"
Chris.W 3pcs Replacement Classic Jet Tips for Waterpik Water Flossers and Other Brand Oral Irrigators(Pink/Green/Purple),Clothing & Accessories,"beauty,oral,care",2d63051c-9143-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '20', 'end': '30'}",Mumbai,Maharashtra,India,All,All,0.00123,0.0576,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '23:00:00'}"
"LED Pod Lights, Auto Power Plus 2pcs 3” SAE LED Fog Lights OSRAM Off Road Driving Lights Waterproof LED Cubes Square LED Work Light For Truck Jeep Motorcycle ATV UTV Boat, 3 Year Warranty",Tools & Hardware,"automotive,lights,accessories",a0792f82-9142-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,All,0.00086,0.0479,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '22:00:00'}"
Bones Decenzo Monkey Bizz 53mm 103A - V2 Locks,Sports & Fitness,"outdoor,recreation,reation,skates",5de4cd80-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00146,0.0474,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
OEMTOOLS 22883 13/16 Inch 3/8 Inch Drive Magnetic Spark Plug Socket,Tools & Hardware,"industrial,scientific,power,hand,tools",75ad7eb8-9140-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,Macbook,0.00071,0.0508,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '7:00:00', 'end': '12:00:00'}"
Mondor Born to Skate Glitter Velvet Dress 2723,Sports & Fitness,"winter,sports,recreation,winter,sports,skating",7a245e52-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,H,Android Mobile,0.00148,0.0278,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '19:00:00'}"
Mizuno Wave Lightning Z4 Womens Navy-Aqua 10 Navy/Aqua,Sports & Fitness,"team,sports,sports,volleyball",0aac694a-913f-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00085,0.0425,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '7:00:00', 'end': '16:00:00'}"
New Genuine 19.5V 6.67A 130W Laptop Charger DA130PM13Z AC Adapter Charger for Precision M3800 M2800 XPS 15 9530 9550 Charger Inspiron 7347 7348 7459 Laptop Charger,Computer,"computers,laptop,accessories",2542bad2-9146-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00067,0.0461,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '17:00:00'}"
WadeStar RPC Phone Holder Converts The Business Card Holder Into a Cell Phone Holder in Select 2009-15 Dodge Ram Trucks - Large,Tools & Hardware,"automotive,electronics,accessories",8cc1d4fc-913e-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00129,0.0280,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '7:00:00', 'end': '16:00:00'}"
"Precious - 8""x10"" Wall Art Print Jesus Christ and Baby by David Bowman Religious Spiritual Christian Fine Art",Home & Kitchen,"home,kitchen,wall",b54e56f4-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,M,All,0.00038,0.0087,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '22:00:00'}"
"Hillman 40926 Galvanized Phillips Drive Deck Screw, 6 X 1 5/8-Inch, 75 pack",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,f,a,s,t,e,n,e,r,s",b04f7806-9144-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00048,0.0084,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '16:00:00'}"
CBE Torx Stabilizer Quick Disconnect,Sports & Fitness,"sports,hunting,fishing,archery",d52a050e-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,H,All,0.00132,0.0106,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '23:00:00'}"
"Wearable Personal Mini Fan | Neckband Fan | Hand Free Personal Fan, Necklace Fan Portable Wireless USB Rechargeable for Travel Outdoor Indoor Office (Black)",Home & Kitchen,"home,kitchen,heating,cooling",e23725d8-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Pune,Maharashtra,India,All,Windows Computer,0.00078,0.0040,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '21:00:00'}"
Bones Decenzo Monkey Bizz 53mm 103A - V2 Locks,Sports & Fitness,"outdoor,recreation,reation,skates",5de4cd80-9146-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00064,0.0225,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
"ASUS VivoBook S S510UA-RB51 Notebook (Windows 10, Intel Core i5-7200U, 15.6"" LCD Screen, Storage: 1024 GB, RAM: 8 GB) Gold",Computer,"computers,computers,tablets",ff6b7a46-9146-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00137,0.0167,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '0:00:00'}"
"Forum Novelties Rat Toy, PeachFYE RC Funny Wireless Electronic Remote Control Mouse Rat Pet Toy for Cats Dogs Pets Kids Novelty Gift",Home & Kitchen,"p,e,t,s,,,c,a,t,s",0f55a2f6-9147-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00045,0.0306,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '18:00:00'}"
"NOW Solutions, Tranquil Rose Massage Oil, Body Moisturizer for Dry Sensitive Skin, Promotes Healthy-Looking Skin, 8-Ounce",Sports & Fitness,"health,household,wellness,relaxation",20d55a6c-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,M,All,0.00085,0.0127,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '22:00:00'}"
"PROSRAT 3PCS Leather Bands for Apple Watch Band 38mm 42mm 40mm 44mm,Leather Watch Replacement Bands for iWatch Series 1/2/3/4",Electronics,"electronics,wearable,tech",1b361a06-9142-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,M,All,0.00018,0.0514,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '10:00:00'}"
Sneaker Jesus SJ001 The Higher Power - The Almighty Protector for Fabrics Water Repellant - 4 fl. oz.,Tools & Hardware,"automotive,care,care",40c50066-9147-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '25', 'end': '35'}",All,All,India,H,All,0.00113,0.0504,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '10:00:00'}"
"Yankee Candle Car Jar Ultimate, Pink Sands",Sports & Fitness,"health,household,healthcare",b0d0ba12-9142-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00131,0.0126,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
Celestron - AstroMaster 102AZ Refractor Telescope - Refractor Telescope for Beginners - Fully-Coated Glass Optics - Adjustable-Height Tripod - Bonus Astronomy Software Package,Tools & Hardware,"industrial,scientific,science,education",5b6e8016-9144-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Chennai,Tamil Nadu,India,All,All,0.00020,0.0066,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '14:00:00'}"
Quiksilver Highline Limited Monochrome 3/2mm Chest Zip Steamer Men's Full Wetsuits,Sports & Fitness,"outdoor,sports,water,sports,ater,sports,surfing",c256972e-9143-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Pune,Maharashtra,India,All,All,0.00050,0.0199,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '18:00:00'}"
"280ml Essential Oil Diffuser 3D Glass Aromatherapy Ultrasonic Humidifier - 7 Color Changing LEDs, Waterless Auto-Off,Timer Setting, BPA Free for Home Hotel Yoga Leisure SPA Gift",Sports & Fitness,"health,household,healthcare",3e585766-9141-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,M,All,0.00147,0.0518,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
"Mens Socks, DD DEMOISELLE Knee High Stripe Dress Casual Bright Adult Baseball Softball Athletic Sports Tube Long Team Socks Halloween Cosplay Socks Blue&White 6 Pairs",Sports & Fitness,"team,sports,sports,volleyball",8b2c079e-9147-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00078,0.0380,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '10:00:00'}"
"8GB Kit (2GBX4) DDR2 800 Udimm RAM, Kuesuny PC2-6400/PC2-6400U 1.8V CL6 240 Pin Non-ECC Unbuffered Desktop Memory Modules",Computer,"computers,components",9b4bc272-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00028,0.0493,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
Agile-Shop 3.5mm Car Audio Stereo USB Aux-in Charge Adapter Cable Fit BMW X1 X3 X5 1 3 5 7 Series Mini for Iphone x 8 7 7Plus 6 6S plus iPod & iPad,Tools & Hardware,"automotive,electronics,accessories",fef721b2-9143-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00112,0.0523,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '0:00:00'}"
Troy Lee Designs 2018 Womens Yamaha RS2 T-Shirt-Blue-XL,Tools & Hardware,"automotive,merchandise",e9fd9050-9145-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,Windows Computer,0.00011,0.0040,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
Relassy Hard Wax Beans,Clothing & Accessories,"beauty,shave,hair",2d5c234a-9144-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00024,0.0484,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '17:00:00'}"
"Camaro Titanium Pants Wetsuits, Black/Silver, X-Large",Sports & Fitness,"outdoor,sports,water,sports,ater,sports,surfing",d12fec10-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00100,0.0592,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '11:00:00'}"
BAMS Compression Socks Women & Men- Premium Bamboo Ultra Soft No-Smell 15-20 mmHg 2 Pair,Sports & Fitness,"outdoor,recreation,reation,accessories",e1bf6330-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,Windows Computer,0.00076,0.0258,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '12:00:00'}"
Vbestlife 1/3MM Bib Hood Diving Cap Neoprene Scuba Snorkeling Wetsuit Hood Surf Divers Hat for Men Women,Sports & Fitness,"outdoor,sports,water,sports,ater,sports,diving",f227b290-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00073,0.0535,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '21:00:00'}"
Masterson's Car Care MCC_110_128 Mystic Snow Foam Car Wash Soap (1 Gallon),Tools & Hardware,"automotive,care,care",fe325630-9147-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00141,0.0442,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '19:00:00'}"
"Sibosen Cabinet Locks Child Safety Latches-Pack of 12 Baby Proofing Drawers Adhesive Lock no Drill Childproof Latch for Dresser, Fridge, Refrigerator, Freezer, Closet, Trash, Cupboard (Green)",Clothing & Accessories,"baby,safety,products",0e9bf7c4-9148-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00103,0.0122,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '12:00:00'}"
"Hillman 40926 Galvanized Phillips Drive Deck Screw, 6 X 1 5/8-Inch, 75 pack",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,f,a,s,t,e,n,e,r,s",b04f7806-9144-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00067,0.0378,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '16:00:00'}"
"Deluxe Tableware Set for Pixel Mine Crafter Themed Parties with Happy Birthday Banner! (Serves 8) - Birthday Party Supplies - Tablecloth, Plates, Cups, Cutlery, Napkins, Balloons, 8 Bonus Gifts!",Home & Kitchen,"home,kitchen,event,party",29fc2228-9148-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '25', 'end': '35'}",Mumbai,Maharashtra,India,All,All,0.00027,0.0420,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '21:00:00'}"
New AH59-02631A Replaced Remote fit for Samsung HW-H450 HW-HM45 HW-HM45C Wireless Audio soundbar,Electronics,"electronics,home,audio",9303ebaa-9145-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00077,0.0360,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '19:00:00'}"
"Tobin Zenbroidery Stamped Embroidery 10""X10""-Mandala",Arts & Crafts,"arts,crafts,needlework",461d8fc8-9148-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00147,0.0566,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '16:00:00'}"
Masterson's Car Care MCC_110_128 Mystic Snow Foam Car Wash Soap (1 Gallon),Tools & Hardware,"automotive,care,care",fe325630-9147-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00141,0.0442,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '19:00:00'}"
"Mizuno (MIZD9 Baseball Cleat Shoe, Navy/White, 3.5 Youth US Big Kid",Sports & Fitness,"team,sports,sports,baseball",65f5cd54-9145-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",Pune,Maharashtra,India,All,All,0.00123,0.0456,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '13:00:00'}"
"Professional Products 52110 Angled Adapter Bushing, (Set of 4)",Tools & Hardware,"automotive,performance,parts",7339bc84-9148-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00039,0.0457,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '11:00:00'}"
Pack of 2 Cast Iron Pie Cooker Campfire Sandwich Maker,Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,camp,kitchen",8150775e-9148-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00042,0.0090,200,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
"American Educational 7-1414 Eight-Piece Human Brain Model, Life-Size, Plastic, Includes Base",Tools & Hardware,"industrial,scientific,science,education",38af1664-9142-11f0-b7f6-0e087721c0e9,Update Campaign,M,"{'start': '35', 'end': '50'}",Mumbai,Maharashtra,India,All,iPhone,0.00025,0.0548,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
Bare Evoke 3mm Full Wetsuit,Sports & Fitness,"outdoor,sports,water,sports,ater,sports,kayaking",c5ee4a3c-9141-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00049,0.0402,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '16:00:00'}"
AroundTheOffice Universal Twin 2” Spool Black Fabric Typewriter Ribbon fits… Smith Corona – Remington – Royal - Underwood – Olympia - Brother – Hermes – Facit,Electronics,"e,l,e,c,t,r,o,n,i,c,s,,,o,f,f,i,c,e",36bc391e-9146-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00091,0.0447,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '13:00:00'}"
AccuSharp Knife and Tool Sharpener 001 (2-Pack with Z-Cloth) Bundle,Home & Kitchen,"home,kitchen,kitchen,dining",d3cfb3aa-9143-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00057,0.0313,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '10:00:00'}"
Teacher Created Resources Green Polka Dots Scalloped Border Trim,Tools & Hardware,"industrial,scientific,science,education",e3ee4c8a-9141-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00106,0.0285,600,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '13:00:00'}"
"BabyBibi Floating Baby Bath Books. Kids Learning Bath Toys. Waterproof Bathtime Toys for Toddlers. Kids Educational Infant Bath Toys. (Set of 4: Fruit, Ocean, ABC, Numbers Books)",Clothing & Accessories,"b,a,b,y,,,t,o,y,s",6c092c64-9144-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00114,0.0217,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '14:00:00'}"
Century Drill & Tool 72898 Post Level,Tools & Hardware,"industrial,scientific,tests,measurements",e7022aca-9148-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,All,0.00050,0.0282,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '15:00:00'}"
CCQIN Small Dog Toys for Puppy Teething Dog Chews Squeak Animal Toys with Rope 7 Packs,Home & Kitchen,"pets,dogs",f4c1f262-9148-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00141,0.0093,500,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '23:00:00'}"
Bikini Zone Moisturizing Shave Cream Grapefruit Pomegrante,Clothing & Accessories,"beauty,tools,accessories",01a506fe-9149-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,All,Windows Computer,0.00031,0.0196,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '0:00:00'}"
"KEBEIER Mini Electric Epilator, Women's AAA Battery Powered Cordless Hair Remover For Lip, Chin, Knees, Cheeks, Toes, Bikini, Underarms, Lady Full Body Hair Shaver",Clothing & Accessories,"beauty,shave,hair",13171b34-9149-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Kolkata,West Bengal,India,All,All,0.00063,0.0132,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '18:00:00'}"
Baby Boys Girls Shoes LAFEGEN Anti-Slip Rubber Sole Infant Toddlers Summer PU Leather Sandals First Walkers Crib Shoes(0-18Months),Clothing & Accessories,"b,a,b,y,,,a,p,p,a,r,e,l,,,a,c,c,e,s,s,o,r,i,e,s",f62f77c6-9140-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '35', 'end': '50'}",Vadodra,Gujrat,India,All,Windows Computer,0.00018,0.0038,300,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '14:00:00'}"
"ArtCreativity Floating Dolphin Bath Play Set - 4 Piece Fun Water Bathtub Toys for Kids - Non Toxic Playing Kit for Tub, Pool, Beach - Great Gift Idea for Boys, Girls, Toddlers, Babies - Blue",Clothing & Accessories,"baby,toys",329a27f8-9149-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",Kolkata,West Bengal,India,All,All,0.00019,0.0084,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '9:00:00', 'end': '12:00:00'}"
"Precious - 8""x10"" Wall Art Print Jesus Christ and Baby by David Bowman Religious Spiritual Christian Fine Art",Home & Kitchen,"home,kitchen,wall",b54e56f4-9146-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,M,All,0.00142,0.0346,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '22:00:00'}"
"Haviland 01418SE EPDM Rubber Non-Marking Standard Duty Serrated Applicator Squeegee, 18"" Length, Gray",Home & Kitchen,"home,kitchen,cleaning,supplies",4fd16f34-9149-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",Kolkata,West Bengal,India,All,All,0.00054,0.0290,800,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '9:00:00', 'end': '14:00:00'}"
Skulpt Aim Measures Body Fat Percentage and Muscle Quality,Sports & Fitness,"sports,exercise,fitness,technology",d8fbb07a-9145-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,M,All,0.00149,0.0277,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '20:00:00'}"
Oranmay 1 Bag Cuttlebone Cuttlefish Sepia Bone Cuttle Fish Bird Food Calcium Pickstone Pet,Home & Kitchen,"pets,birds",6f1e934e-9149-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00124,0.0340,900,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '9:00:00', 'end': '19:00:00'}"
"Sibosen Cabinet Locks Child Safety Latches-Pack of 12 Baby Proofing Drawers Adhesive Lock no Drill Childproof Latch for Dresser, Fridge, Refrigerator, Freezer, Closet, Trash, Cupboard (Green)",Clothing & Accessories,"baby,safety,products",0e9bf7c4-9148-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00036,0.0045,400,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '8:00:00', 'end': '12:00:00'}"
Meritor R200304 King Pin Kit,Tools & Hardware,"automotive,heavy,duty",9046ab38-9149-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Pune,Maharashtra,India,All,All,0.00108,0.0223,700,"{'start': '2025-09-14', 'end': '2025-09-15'}","{'start': '9:00:00', 'end': '11:00:00'}"
